((1, 1), (3, 1), (11, 7)), (140.0, 770.0), (77.59261277760288, -170.99613465752458)
((1, 1), (3, 1), (9, 9)), (105.00000000000001, 760.6217782649107), (67.67082061472018, -185.09944471766948)
((1, 1), (3, 1), (4, 11)), (199.8, 803.5766382926189), (9.44464126076118, -198.03955987667553)
((1, 1), (1, 3), (11, 7)), (79.37822173508931, 735.0), (87.20285664200428, -165.27812833042393)
((1, 1), (1, 3), (9, 9)), (79.37822173508931, 735.0), (72.67814412677012, -180.16534969732948)
((1, 1), (1, 3), (4, 11)), (79.37822173508931, 735.0), (35.12576762918322, -183.7890119413739)
((3, 1), (1, 3), (11, 7)), (159.3782217350893, 735.0), (76.58039534442068, -162.78191086469343)
((3, 1), (1, 3), (9, 9)), (159.3782217350893, 735.0), (60.34286733017551, -178.92499514686477)
((3, 1), (1, 3), (4, 11)), (159.3782217350893, 735.0), (18.811845770670168, -183.67646943510556)
((9, 7), (13, 5), (2, 2)), (563.5766382926189, 519.8), (-86.95591766266243, -63.49569669634178)
((9, 7), (13, 5), (9, 9)), (519.8, 563.5766382926189), (-17.579271119816642, -133.75899522637798)
((9, 7), (13, 5), (4, 11)), (519.8, 563.5766382926189), (-63.46474748076806, -144.22009493897133)
((9, 7), (11, 9), (2, 2)), (579.6, 460.0), (-86.74947021448067, -55.98621966718202)
((9, 7), (11, 9), (4, 11)), (520.6217782649107, 495.0), (-67.57468221971367, -125.89268169268087)
((9, 7), (7, 11), (2, 2)), (460.0, 390.0), (-66.44634383430753, -30.151239605204772)
((9, 7), (7, 11), (11, 7)), (399.37822173508926, 425.0), (53.015652695491355, -54.93419894550694)
((9, 7), (7, 11), (4, 11)), (460.0, 390.0), (-63.366017097455185, -90.1058352699497)
((13, 5), (11, 9), (2, 2)), (620.0, 470.0), (-91.91214344178877, -62.8262238935124)
((13, 5), (11, 9), (9, 9)), (559.3782217350893, 505.0), (-32.02283109157907, -115.23536545217759)
((13, 5), (11, 9), (4, 11)), (620.0, 470.0), (-82.97596416677338, -124.80616890253967)
((3, 9), (1, 11), (2, 2)), (100.4, 380.0), (17.878042260563515, -2.1880731270363185)
((3, 9), (1, 11), (11, 7)), (159.3782217350893, 415.0), (87.24550894048728, -86.10694445666687)
((3, 9), (1, 11), (9, 9)), (159.3782217350893, 415.0), (76.37819276217583, -97.77432462581815)
((3, 9), (7, 11), (2, 2)), (339.6, 380.0), (-43.38054874042438, -12.834837742422522)
((3, 9), (7, 11), (11, 7)), (290.0, 380.0), (70.26523435941509, -59.916508254021295)
((3, 9), (7, 11), (9, 9)), (290.0, 380.0), (57.52928273787323, -72.63663886975384)
((11, 9), (15, 11), (2, 2)), (659.6, 380.0), (-93.11896555201338, -55.49631647701003)
((11, 9), (15, 11), (11, 7)), (659.6, 380.0), (-47.628674293544975, -34.29252463692052)
((11, 9), (15, 11), (9, 9)), (659.6, 380.0), (-62.56337645023745, -76.34504871096883)
((11, 9), (15, 11), (4, 11)), (659.6, 380.0), (-90.29449038694479, -106.0414182027645)
((11, 9), (7, 11), (2, 2)), (505.0, 319.3782217350893), (-69.73866545832902, -29.566862206679673)
((11, 9), (7, 11), (11, 7)), (420.4, 380.0), (47.628674293544975, -34.29252463692052)
((11, 9), (7, 11), (4, 11)), (470.0, 380.0), (-65.42205229527458, -87.80360469191913)
((1, 11), (7, 11), (2, 2)), (259.6, 300.0), (-21.937918754905965, -2.88951163933757)
((1, 11), (7, 11), (11, 7)), (259.6, 300.0), (71.80324435970184, -47.37339989202155)
((1, 11), (7, 11), (9, 9)), (259.6, 300.0), (62.693451004586066, -51.41645958223002)
((15, 11), (17, 11), (9, 9)), (759.8, 403.57663829261884), (-76.58694742182348, -94.5313993506101)
((15, 11), (17, 11), (4, 11)), (759.8, 403.57663829261884), (-100.53629932288577, -119.76025053150009)
