((1, 1), (3, 1), (3, 4)), (259.8, 943.5766382926189), (5.858524077182222, -137.66938615890643)
((1, 1), (3, 1), (5, 2)), (259.8, 943.5766382926189), (24.98147320939341, -112.17730536373554)
((1, 1), (3, 1), (4, 3)), (259.8, 943.5766382926189), (13.867456363032508, -133.74676984854278)
((1, 1), (3, 1), (3, 5)), (259.8, 943.5766382926189), (11.95879813800713, -155.84278356334573)
((1, 1), (3, 1), (2, 5)), (259.8, 943.5766382926189), (-1.697307321321086, -152.37934490662377)
((1, 1), (3, 1), (1, 6)), (259.8, 943.5766382926189), (-7.685470549437099, -172.10340550160942)
((1, 1), (3, 1), (16, 4)), (165.0, 900.6217782649107), (108.60441374088471, -150.69580303727366)
((1, 1), (1, 3), (4, 1)), (139.3782217350893, 875.0), (57.226406752378644, -70.43835086092871)
((1, 1), (1, 3), (3, 3)), (139.3782217350893, 875.0), (44.51199342315991, -108.02650948364007)
((1, 1), (1, 3), (3, 4)), (139.3782217350893, 875.0), (42.462679916177144, -117.06368016106907)
((1, 1), (1, 3), (5, 2)), (139.3782217350893, 875.0), (59.41569571187743, -92.34729958633598)
((1, 1), (1, 3), (4, 3)), (139.3782217350893, 875.0), (49.5402670977385, -113.43755779843515)
((1, 1), (1, 3), (3, 5)), (139.3782217350893, 875.0), (44.04904614159386, -137.83384328197786)
((1, 1), (1, 3), (2, 5)), (139.3782217350893, 875.0), (32.28030752873264, -133.39547521175407)
((1, 1), (1, 3), (1, 6)), (139.3782217350893, 875.0), (22.02816127614648, -155.38045542727534)
((1, 1), (1, 3), (16, 4)), (139.3782217350893, 875.0), (111.64308287859976, -147.29027062865777)
((1, 1), (1, 3), (14, 3)), (139.3782217350893, 875.0), (107.21083714101697, -138.7793257483975)
((1, 1), (7, 1), (2, 2)), (319.6, 840.0), (-40.15051506840289, -69.33437627345116)
((1, 1), (7, 1), (3, 3)), (319.6, 840.0), (-16.60262676727166, -92.42417503339183)
((1, 1), (7, 1), (3, 4)), (319.6, 840.0), (-15.016293117279915, -103.30261994131678)
((1, 1), (7, 1), (5, 3)), (319.6, 840.0), (16.917163944094774, -92.4279221862785)
((1, 1), (7, 1), (5, 2)), (319.6, 840.0), (8.27601190043758, -65.32814006754205)
((1, 1), (7, 1), (4, 3)), (319.6, 840.0), (-5.264788364432027, -97.9799981080995)
((1, 1), (7, 1), (3, 5)), (319.6, 840.0), (-4.085614505955038, -126.49117524326786)
((1, 1), (7, 1), (2, 5)), (319.6, 840.0), (-21.056671837529585, -122.25582269000077)
((1, 1), (7, 1), (1, 6)), (319.6, 840.0), (-24.731869699988714, -146.1193228022853)
((1, 1), (7, 1), (16, 4)), (319.6, 840.0), (94.40476245683718, -128.59446875967845)
((1, 1), (7, 1), (16, 6)), (319.6, 840.0), (95.2086593371982, -144.85401328881485)
((1, 1), (7, 1), (14, 3)), (319.6, 840.0), (89.14674369049139, -118.67702989257842)
((1, 1), (5, 5), (2, 2)), (303.57663829261884, 780.1999999999999), (-39.15087298702431, -35.99717580138259)
((1, 1), (5, 5), (4, 1)), (259.7999999999999, 736.4233617073811), (19.657339966048422, -4.240361721491887)
((1, 1), (5, 5), (3, 4)), (303.57663829261884, 780.1999999999999), (-11.998598265146361, -76.7214953209787)
((1, 1), (5, 5), (5, 3)), (303.57663829261884, 780.1999999999999), (29.462986616262985, -62.773882174679514)
((1, 1), (5, 5), (5, 2)), (259.7999999999999, 736.4233617073811), (34.84655589641355, -18.394381651718096)
((1, 1), (5, 5), (4, 3)), (303.57663829261884, 780.1999999999999), (1.7798915296180107, -69.39742130620473)
((1, 1), (5, 5), (3, 5)), (303.57663829261884, 780.1999999999999), (1.166945919047892, -105.90561913956708)
