((1, 1), (3, 1), (14, 16)), (31.25000000000002, 1000.7772228311384), (75.22654013532487, -209.01805982423414)
((1, 1), (3, 1), (17, 16)), (31.25000000000002, 1000.7772228311384), (83.37422225263434, -209.88664535783528)
((1, 1), (3, 1), (11, 11)), (31.25000000000002, 1000.7772228311384), (66.76883839785975, -178.63834218249048)
((1, 1), (3, 1), (15, 2)), (31.25000000000002, 1000.7772228311384), (95.3476194904199, -117.90278768218275)
((1, 1), (3, 1), (9, 9)), (31.25000000000002, 1000.7772228311384), (62.08820571989046, -153.57603610043466)
((1, 1), (1, 3), (14, 16)), (-0.7772228311383742, 968.75), (78.7365592844267, -205.58096986946518)
((1, 1), (1, 3), (17, 16)), (-0.7772228311383742, 968.75), (86.68571729080715, -206.58477531745223)
((1, 1), (1, 3), (4, 19)), (-0.7772228311383742, 968.75), (23.779283715083963, -217.24243357300116)
((1, 1), (1, 3), (5, 19)), (-0.7772228311383742, 968.75), (31.350769612607337, -215.34854912315234)
((1, 1), (1, 3), (3, 18)), (-0.7772228311383742, 968.75), (20.23129194603704, -215.30857050035564)
((1, 1), (1, 3), (11, 11)), (-0.7772228311383742, 968.75), (70.78417595312347, -174.6719992083252)
((1, 1), (1, 3), (7, 18)), (-0.7772228311383742, 968.75), (42.005905300348765, -215.45587972707185)
((1, 1), (1, 3), (8, 17)), (-0.7772228311383742, 968.75), (49.16692186864503, -213.65591202427186)
((1, 1), (1, 3), (9, 9)), (-0.7772228311383742, 968.75), (66.52585369545966, -149.11425278420174)
((3, 1), (1, 3), (14, 16)), (99.22277716886163, 968.75), (70.1872538739422, -204.77524138311992)
((3, 1), (1, 3), (17, 16)), (99.22277716886163, 968.75), (78.7365592844267, -205.58096986946518)
((3, 1), (1, 3), (6, 19)), (99.22277716886163, 968.75), (27.45990391962771, -217.25456595041865)
((3, 1), (1, 3), (4, 19)), (99.22277716886163, 968.75), (12.5155993367525, -217.22803678596972)
((3, 1), (1, 3), (5, 19)), (99.22277716886163, 968.75), (20.23129194603704, -215.30857050035564)
((3, 1), (1, 3), (5, 17)), (99.22277716886163, 968.75), (16.59024823327354, -213.36001841128092)
((3, 1), (1, 3), (3, 18)), (99.22277716886163, 968.75), (8.784384545112724, -215.30047636490917)
((3, 1), (1, 3), (11, 11)), (99.22277716886163, 968.75), (60.98277713681262, -173.62681303668808)
((3, 1), (1, 3), (15, 2)), (99.22277716886163, 968.75), (91.11364939480572, -109.84513941704475)
((3, 1), (1, 3), (17, 2)), (99.22277716886163, 968.75), (97.98193754989279, -112.91522387816629)
((3, 1), (1, 3), (7, 18)), (99.22277716886163, 968.75), (31.350769612607337, -215.34854912315234)
((3, 1), (1, 3), (8, 17)), (99.22277716886163, 968.75), (38.820144364266866, -213.47287727791536)
((3, 1), (1, 3), (9, 9)), (99.22277716886163, 968.75), (55.703234445019376, -147.6343006079946)
((15, 15), (13, 11), (7, 18)), (775.0, 374.5), (-61.995710652513345, -132.2363385245799)
((15, 15), (13, 11), (8, 17)), (775.0, 374.5), (-54.98267340139416, -127.93251483790019)
((15, 15), (13, 11), (9, 9)), (775.0, 312.5), (-54.589525347992385, -26.994165407165326)
((15, 15), (13, 11), (3, 17)), (775.0, 374.5), (-81.91727079119643, -132.4461556084158)
((3, 19), (7, 19), (9, 9)), (250.77722283113837, 68.75), (34.651848664377674, -7.7986190752436215)
((3, 19), (7, 19), (6, 15)), (250.77722283113837, 68.75), (19.720298539312456, -5.789081916334705)
((9, 13), (13, 11), (8, 17)), (549.75, 454.47079786577353), (-18.857968332342782, -140.75956880645379)
((9, 13), (13, 11), (11, 17)), (549.75, 454.47079786577353), (-1.4669221270993928, -137.74447407188163)
((9, 13), (13, 11), (9, 9)), (604.4707978657736, 399.75), (-33.02640716860396, -12.80156090752697)
((15, 3), (13, 3), (9, 9)), (818.75, 900.7772228311384), (-54.50907127982258, -135.7734454411185)
((15, 3), (13, 3), (3, 17)), (818.75, 900.7772228311384), (-70.33762628555196, -204.62990730323816)
((15, 3), (13, 3), (16, 17)), (700.25, 954.4707978657736), (13.21250536412173, -203.65233777454625)
((15, 3), (17, 1), (16, 17)), (849.75, 954.4707978657735), (-5.081117587121219, -203.65057320109037)
((13, 11), (11, 9), (16, 17)), (675.0, 574.5), (21.77072927268368, -149.94996090491082)
((7, 19), (9, 19), (9, 9)), (504.4707978657736, 99.74999999999999), (-4.951022653346336, -0.16490520621029248)
((7, 9), (9, 7), (6, 15)), (375.0, 674.5), (-10.331717662079951, -160.6510965577978)
