((3, 2), (4, 2), (5, 6)), (424.75, 736.1695276765516), (10.278518077088387, -121.35032344318392)
((3, 2), (4, 2), (6, 5)), (424.75, 736.1695276765516), (13.613787242746943, -121.35681013954527)
((3, 2), (4, 2), (4, 7)), (424.75, 736.1695276765516), (9.41075304243563, -132.82414799468978)
((3, 2), (4, 2), (6, 6)), (424.75, 736.1695276765516), (20.09512640071898, -121.39278688423771)
((3, 2), (4, 2), (7, 6)), (346.25, 699.7964607176052), (39.86675892222564, -119.71939626318637)
((3, 2), (4, 2), (7, 8)), (424.75, 736.1695276765516), (20.997258536721404, -135.96197336128134)
((3, 2), (4, 2), (7, 7)), (346.25, 699.7964607176052), (46.43464955736649, -123.66813920228627)
((3, 2), (4, 2), (6, 8)), (424.75, 736.1695276765516), (11.591523516174684, -143.3853357260682)
((3, 2), (4, 2), (6, 9)), (424.75, 736.1695276765516), (11.15883556817369, -149.0833346417781)
((3, 2), (4, 2), (5, 8)), (424.75, 736.1695276765516), (11.057918104838485, -150.47415080440666)
((3, 2), (4, 2), (9, 7)), (346.25, 699.7964607176052), (55.74814301317235, -131.2153796348919)
((3, 2), (4, 2), (9, 8)), (346.25, 699.7964607176052), (52.384192313249734, -136.84038829347992)
((3, 2), (4, 2), (8, 8)), (346.25, 699.7964607176052), (47.811079872229435, -137.893542726252)
((3, 2), (4, 2), (8, 9)), (424.75, 736.1695276765516), (31.817410146229292, -150.62198741929151)
((3, 2), (4, 2), (10, 9)), (346.25, 699.7964607176052), (58.64551520029373, -144.81213656130066)
((3, 2), (4, 2), (5, 9)), (424.75, 736.1695276765516), (10.863924514787888, -153.2179376686305)
((3, 2), (4, 2), (7, 10)), (424.75, 736.1695276765516), (26.23099464025372, -154.633790082509)
((3, 2), (5, 2), (5, 6)), (424.75, 736.1695276765516), (10.278518077088387, -121.35032344318392)
((3, 2), (5, 2), (6, 5)), (424.75, 736.1695276765516), (13.613787242746943, -121.35681013954527)
((3, 2), (5, 2), (4, 7)), (424.75, 736.1695276765516), (9.41075304243563, -132.82414799468978)
((3, 2), (5, 2), (6, 6)), (424.75, 736.1695276765516), (20.09512640071898, -121.39278688423771)
((3, 2), (5, 2), (7, 6)), (424.75, 736.1695276765516), (25.379228502433538, -126.49533899619567)
((3, 2), (5, 2), (7, 8)), (424.75, 736.1695276765516), (20.997258536721404, -135.96197336128134)
((3, 2), (5, 2), (7, 7)), (424.75, 736.1695276765516), (33.164332633118036, -129.92359943522962)
((3, 2), (5, 2), (6, 8)), (424.75, 736.1695276765516), (11.591523516174684, -143.3853357260682)
((3, 2), (5, 2), (6, 9)), (424.75, 736.1695276765516), (11.15883556817369, -149.0833346417781)
((3, 2), (5, 2), (5, 8)), (424.75, 736.1695276765516), (11.057918104838485, -150.47415080440666)
((3, 2), (5, 2), (9, 7)), (424.75, 736.1695276765516), (44.20092912804996, -136.67291784522547)
